keyword,bucket,owner_or_reason,volume,best_peer_pos,best_peer_domain,our_gsc_imp,our_gsc_clicks,our_bing_imp,our_bing_clicks
uk weekly salary calculator,excluded,off-niche:salary/employment,170,41,taxd.co.uk,,,,
wage calculator 2025,excluded,off-niche:salary/employment,170,30,taxd.co.uk,,,,
weekly to monthly rent calculator,assigned,calculators/rental-income-tax-calculator,170,66,landlordstudio.com,,,,
what is a dividend yield,excluded,off-niche:general-accountancy-calc,170,19,cruseburke.co.uk,,,,
what is a good rental property yield,assigned,calculators/rental-yield-calculator,170,9,provestor.co.uk,,,,
what is a good rental yield on a property,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],170,5,provestor.co.uk,,,,
what is a good rental yield uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],170,27,provestor.co.uk,,,,
what is a good yield for rental property,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],170,7,provestor.co.uk,,,,
what is a good yield on a rental property,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],170,8,provestor.co.uk,,,,
what is a good yield on rental property,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],170,5,provestor.co.uk,,,3,0
2 jobs salary calculator,excluded,off-niche:salary/employment,140,33,taxd.co.uk,,,,
80000 mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,26,uklandlordtax.co.uk,,,,
additional property stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",140,15,uklandlordtax.co.uk,,,,
additional stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",140,24,uklandlordtax.co.uk,,,,
ads calculator scotland,excluded,off-niche:long-tail (class-reviewed pass 3),140,30,uklandlordtax.co.uk,,,,
annual salary calculator monthly,excluded,off-niche:salary/employment,140,35,taxd.co.uk,,,,
annual to monthly salary calculator,excluded,off-niche:salary/employment,140,24,taxd.co.uk,,,,
average rental yield uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],140,8,provestor.co.uk,,,,
average uk rental yield,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],140,8,provestor.co.uk,,,,
best interest only mortgage calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,27,uklandlordtax.co.uk,,,,
btl mortgage calculator uk,assigned,calculators/buy-to-let-mortgage-calculator,140,4,uklandlordtax.co.uk,7,0,,
business mortgage calculator uk,assigned,calculators/commercial-mortgage-calculator,140,35,uklandlordtax.co.uk,60,0,,
buy to let calculator profit,assigned,calculators/buy-to-let-mortgage-calculator,140,9,provestor.co.uk,3,0,,
buy to let profit calculator,assigned,calculators/buy-to-let-mortgage-calculator,140,9,provestor.co.uk,5,0,,
calculate rental yield on property,assigned,calculators/rental-yield-calculator,140,12,landlordstudio.com,,,,
calculating yield on rental property,assigned,calculators/rental-yield-calculator,140,12,landlordstudio.com,,,,
calculator for pay,excluded,off-niche:long-tail (class-reviewed pass 3),140,27,taxd.co.uk,,,,
calculator pay,excluded,off-niche:long-tail (class-reviewed pass 3),140,9,taxd.co.uk,,,,
calculator salary per month,excluded,off-niche:salary/employment,140,48,taxd.co.uk,,,,
capital allowance calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,6,ukpropertyaccountants.co.uk,2,0,,
capital and interest mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,49,ukpropertyaccountants.co.uk,,,,
capital gains tax calculator scotland,already-covered,"cgt-cluster (batch cgt1, deploy parked)",140,18,taxd.co.uk,1,0,,
capital gains tax uk calculator property,already-covered,"cgt-cluster (batch cgt1, deploy parked)",140,10,ukpropertyaccountants.co.uk,,,1,0
daily interest mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,46,uklandlordtax.co.uk,,,,
daily mortgage interest calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,51,uklandlordtax.co.uk,,,,
disposable income calculator,excluded,off-niche:salary/employment,140,15,taxd.co.uk,,,,
earning calculator,excluded,off-niche:salary/employment,140,41,ukpropertyaccountants.co.uk,,,,
emergency tax calculator hmrc,excluded,off-niche:refund/expat-employment,140,18,cruseburke.co.uk,,,,
family income calculator,excluded,off-niche:salary/employment,140,61,taxd.co.uk,,,,
full time salary calculator,excluded,off-niche:salary/employment,140,25,taxd.co.uk,,,,
help to buy interest calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,44,uklandlordtax.co.uk,,,,
hmrc emergency tax calculator,excluded,off-niche:refund/expat-employment,140,19,cruseburke.co.uk,,,,
hmrc tax calculator 2025/26,excluded,off-niche:salary/employment,140,85,ukpropertyaccountants.co.uk,,,,
hmrc tax ni calculator,excluded,off-niche:general-accountancy-calc,140,41,ukpropertyaccountants.co.uk,,,,
home loan repayment calculator with extra repayments,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,70,ukpropertyaccountants.co.uk,,,,
household income calculator,excluded,off-niche:salary/employment,140,52,taxd.co.uk,,,,
how to work out rental yield on a property,assigned,calculators/rental-yield-calculator,140,10,landlordstudio.com,,,,
income tax calculator hmrc,excluded,off-niche:salary/employment,140,26,ukpropertyaccountants.co.uk,,,,
interest only calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,17,uklandlordtax.co.uk,,,,
limited company vs sole trader tax calculator,excluded,off-niche:general-accountancy-calc,140,52,ukpropertyaccountants.co.uk,,,,
london rental yield,assigned,calculators/rental-yield-calculator,140,41,provestor.co.uk,,,,
london rental yields,assigned,calculators/rental-yield-calculator,140,36,provestor.co.uk,,,,
london take home salary calculator,excluded,off-niche:salary/employment,140,35,taxd.co.uk,,,,
lrv loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,42,ukpropertyaccountants.co.uk,,,,
lump sum home loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,48,uklandlordtax.co.uk,,,,
monthly salary calculator from annual,excluded,off-niche:salary/employment,140,27,taxd.co.uk,,,,
monthly tax and national insurance calculator,excluded,off-niche:general-accountancy-calc,140,46,taxd.co.uk,,,,
monthly to annual salary calculator,excluded,off-niche:salary/employment,140,31,taxd.co.uk,,,,
mortgage calculator additional repayments,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,62,ukpropertyaccountants.co.uk,,,,
mortgage calculator remaining balance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,63,ukpropertyaccountants.co.uk,,,,
mortgage repayment calculator with extra repayments,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,43,ukpropertyaccountants.co.uk,,,,
national insurance rebate calculator,excluded,off-niche:refund/expat-employment,140,13,taxd.co.uk,,,,
national insurance refund calculator,excluded,off-niche:general-accountancy-calc,140,14,ukpropertyaccountants.co.uk,,,,
nett salary calculator uk,excluded,off-niche:salary/employment,140,18,taxd.co.uk,,,,
ni tax calculator hmrc,excluded,off-niche:general-tax-calc (no property qualifier),140,15,taxd.co.uk,,,,
online tax payment calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,42,taxd.co.uk,,,,
payroll deduction calculator,excluded,off-niche:salary/employment,140,91,taxd.co.uk,,,,
per month salary calculator,excluded,off-niche:salary/employment,140,47,taxd.co.uk,,,,
percentage calculator salary,excluded,off-niche:salary/employment,140,59,taxd.co.uk,,,,
percentage of income calculator,excluded,off-niche:salary/employment,140,58,taxd.co.uk,,,,
percentage pay calculator,excluded,off-niche:salary/employment,140,28,taxd.co.uk,,,,
probate calculator,deferred,wills-probate site,140,31,cruseburke.co.uk,,,,
profit calculator uk,excluded,off-niche:general-accountancy-calc,140,35,cruseburke.co.uk,,,,
property investment return calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,37,landlordstudio.com,,,,
property rental yield calculator,assigned,calculators/rental-yield-calculator,140,9,landlordstudio.com,,,,
property return on investment calculator,assigned,calculators/buy-to-let-cashflow-calculator,140,20,landlordstudio.com,,,,
remaining mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,72,ukpropertyaccountants.co.uk,,,,
rent deposit calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,83,landlordstudio.com,,,,
rent to property value calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,66,landlordstudio.com,,,,
rent yields uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],140,25,provestor.co.uk,,,,
rental deposit calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,77,landlordstudio.com,,,,
rental property valuation calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,65,landlordstudio.com,,,,
rental property value calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,21,landlordstudio.com,,,,
rental property yield calculator,assigned,calculators/rental-yield-calculator,140,8,landlordstudio.com,,,,
rental return calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,10,landlordstudio.com,1,0,,
rental returns calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,10,landlordstudio.com,,,,
rental security deposit calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,40,provestor.co.uk,,,,
rental yield london,assigned,calculators/rental-yield-calculator,140,42,provestor.co.uk,,,,
rental yield uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],140,17,provestor.co.uk,,,1,0
rental yields in london,assigned,calculators/rental-yield-calculator,140,33,provestor.co.uk,,,,
rental yields london,assigned,calculators/rental-yield-calculator,140,37,provestor.co.uk,,,,
retirement interest only calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,51,uklandlordtax.co.uk,,,,
return on property investment calculator,assigned,calculators/buy-to-let-cashflow-calculator,140,20,landlordstudio.com,,,,
salary calculator for 2 jobs,excluded,off-niche:salary/employment,140,53,taxd.co.uk,,,,
salary calculator per month,excluded,off-niche:salary/employment,140,64,taxd.co.uk,,,,
salary calculator percentage,excluded,off-niche:salary/employment,140,60,taxd.co.uk,,,,
salary calculator wales,excluded,off-niche:salary/employment,140,40,taxd.co.uk,,,,
salary per month calculator,excluded,off-niche:salary/employment,140,43,taxd.co.uk,,,,
share tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),140,7,taxd.co.uk,,,,
shared ownership calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",140,51,cruseburke.co.uk,,,,
side hustle tax calculator uk,excluded,off-niche:general-tax-calc (no property qualifier),140,4,taxd.co.uk,,,,
stamp calculator uk,excluded,off-niche:long-tail (class-reviewed pass 3),140,26,uklandlordtax.co.uk,,,,
stamp duty additional property calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",140,32,landlordstudio.com,,,,
stamp duty calculator uk first time buyer,already-covered,"sdlt-cluster (deployed 08-18, window armed)",140,40,uklandlordtax.co.uk,1,0,,
stamp duty cost calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",140,17,uklandlordtax.co.uk,,,,
stealth tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),140,41,taxd.co.uk,,,,
take home pay scotland calculator,excluded,off-niche:salary/employment,140,13,taxd.co.uk,,,,
take home salary calculator london,excluded,off-niche:salary/employment,140,30,taxd.co.uk,,,,
take home salary calculator scotland,excluded,off-niche:salary/employment,140,15,taxd.co.uk,,,,
take-home pay calculator 2026,excluded,off-niche:salary/employment,140,26,taxd.co.uk,,,,
tax and ni calculator hmrc,excluded,off-niche:general-accountancy-calc,140,23,taxd.co.uk,,,,
tax calculator car allowance,excluded,off-niche:general-tax-calc (no property qualifier),140,45,taxd.co.uk,,,,
tax calculator sole trader,excluded,off-niche:general-accountancy-calc,140,59,taxd.co.uk,,,,
tax car allowance calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,39,taxd.co.uk,,,,
tax deduction payroll calculator,excluded,off-niche:salary/employment,140,40,taxd.co.uk,,,,
tax ni calculator hmrc,excluded,off-niche:general-accountancy-calc,140,20,taxd.co.uk,,,,
tax on shares calculator,excluded,off-niche:long-tail (class-reviewed pass 3),140,10,taxd.co.uk,,,,
turbotax calculator,excluded,off-niche:general-tax-calc (no property qualifier),140,40,taxd.co.uk,,,,
two jobs calculator,excluded,off-niche:personal/other,140,17,taxd.co.uk,,,,
uk average rental yield,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],140,13,provestor.co.uk,,,,
wages deduction calculator,excluded,off-niche:salary/employment,140,47,taxd.co.uk,,,,
wages deductions calculator,excluded,off-niche:salary/employment,140,24,taxd.co.uk,,,,
what is stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",140,39,uklandlordtax.co.uk,,,,
workplace pension contribution calculator,excluded,off-niche:general-accountancy-calc,140,73,cruseburke.co.uk,,,,
year to month salary calculator,excluded,off-niche:salary/employment,140,20,taxd.co.uk,,,,
yearly salary calculator monthly,excluded,off-niche:salary/employment,140,25,taxd.co.uk,,,,
yearly salary monthly calculator,excluded,off-niche:salary/employment,140,38,taxd.co.uk,,,,
150 000 mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",110,23,uklandlordtax.co.uk,,,,
150000 mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",110,25,uklandlordtax.co.uk,,,,
adjusted net income calculator uk,excluded,off-niche:salary/employment,110,54,taxd.co.uk,,,,
annual tax income calculator,excluded,off-niche:salary/employment,110,66,ukpropertyaccountants.co.uk,,,,
average dividend yield,excluded,off-niche:general-accountancy-calc,110,71,cruseburke.co.uk,,,,
before tax salary calculator,excluded,off-niche:salary/employment,110,37,taxd.co.uk,,,,
best property yield uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],110,11,provestor.co.uk,,,,
best property yields in uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],110,21,provestor.co.uk,,,,
best property yields uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],110,23,provestor.co.uk,,,,
best yield property uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],110,5,provestor.co.uk,,,,
bonus and salary tax calculator,excluded,off-niche:salary/employment,110,6,taxd.co.uk,,,,
bonus salary tax calculator,excluded,off-niche:salary/employment,110,9,taxd.co.uk,,,,
bring home salary calculator uk,excluded,off-niche:salary/employment,110,7,taxd.co.uk,,,,
btl calculator tax,assigned,calculators/buy-to-let-mortgage-calculator,110,8,provestor.co.uk,,,,
btl tax calculator,assigned,calculators/buy-to-let-mortgage-calculator,110,6,taxd.co.uk,2,0,,
business asset disposal relief calculator,excluded,off-niche:long-tail (class-reviewed pass 3),110,47,taxd.co.uk,,,,
buy to let affordability calculator,assigned,calculators/buy-to-let-mortgage-calculator,110,33,uklandlordtax.co.uk,,,,
buy to let cost calculator,assigned,calculators/buy-to-let-mortgage-calculator,110,13,uklandlordtax.co.uk,,,,
buy to let mortgage affordability calculator,assigned,calculators/buy-to-let-mortgage-calculator,110,36,uklandlordtax.co.uk,,,,
buy to let mortgage calculator nationwide,assigned,calculators/buy-to-let-mortgage-calculator,110,14,uklandlordtax.co.uk,,,,
