case_type,region,representation,quarter,number_of_cases,mean_duration,median_duration
Children Act (Private),England & Wales,3 Respondent Only,2013-Q3,1026,41.2,32.1
Children Act (Private),England & Wales,3 Respondent Only,2013-Q4,1009,37.9,27.7
Children Act (Private),England & Wales,3 Respondent Only,2014-Q1,1012,42.1,30.4
Children Act (Private),England & Wales,3 Respondent Only,2014-Q2,1056,39.7,31.4
Children Act (Private),England & Wales,3 Respondent Only,2014-Q3,1081,49.2,30.9
Children Act (Private),England & Wales,3 Respondent Only,2014-Q4,980,36.7,26.7
Children Act (Private),England & Wales,3 Respondent Only,2015-Q1,991,38.3,26
Children Act (Private),England & Wales,3 Respondent Only,2015-Q2,1005,39.1,27.1
Children Act (Private),England & Wales,3 Respondent Only,2015-Q3,1089,37.4,26.3
Children Act (Private),England & Wales,3 Respondent Only,2015-Q4,1049,32.8,22.6
Children Act (Private),England & Wales,3 Respondent Only,2016-Q1,1087,30.7,23.3
Children Act (Private),England & Wales,3 Respondent Only,2016-Q2,1120,30.1,24.1
Children Act (Private),England & Wales,3 Respondent Only,2016-Q3,1142,28.2,21.9
Children Act (Private),England & Wales,3 Respondent Only,2016-Q4,1140,29.3,22.1
Children Act (Private),England & Wales,3 Respondent Only,2017-Q1,1166,30.7,24.1
Children Act (Private),England & Wales,3 Respondent Only,2017-Q2,1126,30.3,24
Children Act (Private),England & Wales,3 Respondent Only,2017-Q3,1180,31.5,25.4
Children Act (Private),England & Wales,3 Respondent Only,2017-Q4,1170,32.6,24.6
Children Act (Private),England & Wales,3 Respondent Only,2018-Q1,1120,32.9,26
Children Act (Private),England & Wales,3 Respondent Only,2018-Q2,1112,32.9,26.8
Children Act (Private),England & Wales,3 Respondent Only,2018-Q3,1113,34,27
Children Act (Private),England & Wales,3 Respondent Only,2018-Q4,1139,36.1,29
Children Act (Private),England & Wales,3 Respondent Only,2019-Q1,1244,37.6,31
Children Act (Private),England & Wales,3 Respondent Only,2019-Q2,1258,36.5,29.4
Children Act (Private),England & Wales,3 Respondent Only,2019-Q3,1413,39.5,31.1
Children Act (Private),England & Wales,3 Respondent Only,2019-Q4,1318,40.2,33.6
Children Act (Private),England & Wales,3 Respondent Only,2020-Q1,1292,39.3,31.7
Children Act (Private),England & Wales,3 Respondent Only,2020-Q2,686,38,30
Children Act (Private),England & Wales,3 Respondent Only,2020-Q3,1179,42.9,35.6
Children Act (Private),England & Wales,3 Respondent Only,2020-Q4,1348,49.8,41.9
Children Act (Private),England & Wales,3 Respondent Only,2021-Q1,1343,49.7,42
Children Act (Private),England & Wales,3 Respondent Only,2021-Q2,1416,50.9,43.4
Children Act (Private),England & Wales,3 Respondent Only,2021-Q3,1519,52.3,43.6
Children Act (Private),England & Wales,3 Respondent Only,2021-Q4,1418,55.2,47.2
Children Act (Private),England & Wales,3 Respondent Only,2022-Q1,1531,55.8,48.1
Children Act (Private),England & Wales,3 Respondent Only,2022-Q2,1459,58.1,49
Children Act (Private),England & Wales,3 Respondent Only,2022-Q3,1562,59.5,51.1
Children Act (Private),England & Wales,3 Respondent Only,2022-Q4,1538,60.9,50.3
Children Act (Private),England & Wales,3 Respondent Only,2023-Q1,1806,61.5,49.9
Children Act (Private),England & Wales,3 Respondent Only,2023-Q2,1601,60.5,49.1
Children Act (Private),England & Wales,3 Respondent Only,2023-Q3,1650,60.3,48.9
Children Act (Private),England & Wales,3 Respondent Only,2023-Q4,1647,59.8,47.1
Children Act (Private),England & Wales,3 Respondent Only,2024-Q1,1799,56.6,44.1
Children Act (Private),England & Wales,3 Respondent Only,2024-Q2,1746,55.9,43.5
Children Act (Private),England & Wales,3 Respondent Only,2024-Q3,1861,56.2,43.1
Children Act (Private),England & Wales,3 Respondent Only,2024-Q4,1772,55.3,42.1
Children Act (Private),England & Wales,3 Respondent Only,2025-Q1,1772,55.1,42.3
Children Act (Private),England & Wales,3 Respondent Only,2025-Q2,1715,51.2,39.3
Children Act (Private),England & Wales,3 Respondent Only,2025-Q3,1790,48.2,36.3
Children Act (Private),England & Wales,3 Respondent Only,2025-Q4,1522,48.7,37.9
Children Act (Private),England & Wales,4 Neither,2011-Q1,1405,25.5,16.1
Children Act (Private),England & Wales,4 Neither,2011-Q2,1332,22.5,14
Children Act (Private),England & Wales,4 Neither,2011-Q3,1445,23,14.7
Children Act (Private),England & Wales,4 Neither,2011-Q4,1385,25.5,16
Children Act (Private),England & Wales,4 Neither,2012-Q1,1505,29.1,18
Children Act (Private),England & Wales,4 Neither,2012-Q2,1510,25.3,15.4
Children Act (Private),England & Wales,4 Neither,2012-Q3,1560,24.9,15.4
Children Act (Private),England & Wales,4 Neither,2012-Q4,1676,26,17.1
Children Act (Private),England & Wales,4 Neither,2013-Q1,1706,27.4,17.9
Children Act (Private),England & Wales,4 Neither,2013-Q2,2003,23.9,14.3
Children Act (Private),England & Wales,4 Neither,2013-Q3,2502,21.8,12.9
Children Act (Private),England & Wales,4 Neither,2013-Q4,2926,21,14.6
Children Act (Private),England & Wales,4 Neither,2014-Q1,3191,21.6,17
Children Act (Private),England & Wales,4 Neither,2014-Q2,3433,23.3,17.6
Children Act (Private),England & Wales,4 Neither,2014-Q3,3562,33.2,20.9
Children Act (Private),England & Wales,4 Neither,2014-Q4,2921,24.4,17.7
Children Act (Private),England & Wales,4 Neither,2015-Q1,3088,24.8,18.1
Children Act (Private),England & Wales,4 Neither,2015-Q2,3212,27,17.7
Children Act (Private),England & Wales,4 Neither,2015-Q3,3796,24.7,17.6
Children Act (Private),England & Wales,4 Neither,2015-Q4,3391,22.3,15.9
Children Act (Private),England & Wales,4 Neither,2016-Q1,3694,21.3,16.3
Children Act (Private),England & Wales,4 Neither,2016-Q2,3935,21.5,15.4
Children Act (Private),England & Wales,4 Neither,2016-Q3,3852,19.2,14.3
Children Act (Private),England & Wales,4 Neither,2016-Q4,3713,20.4,15.4
Children Act (Private),England & Wales,4 Neither,2017-Q1,3870,20.9,16.4
Children Act (Private),England & Wales,4 Neither,2017-Q2,3929,21.3,15.9
Children Act (Private),England & Wales,4 Neither,2017-Q3,4212,20.3,16.1
Children Act (Private),England & Wales,4 Neither,2017-Q4,4037,21.7,17
Children Act (Private),England & Wales,4 Neither,2018-Q1,3891,23.7,19
Children Act (Private),England & Wales,4 Neither,2018-Q2,4225,23.8,18.9
Children Act (Private),England & Wales,4 Neither,2018-Q3,4221,23.6,18.3
Children Act (Private),England & Wales,4 Neither,2018-Q4,4172,24.1,19
Children Act (Private),England & Wales,4 Neither,2019-Q1,4347,25.4,20.4
Children Act (Private),England & Wales,4 Neither,2019-Q2,4667,25.2,19.9
Children Act (Private),England & Wales,4 Neither,2019-Q3,4779,25,20
Children Act (Private),England & Wales,4 Neither,2019-Q4,4561,25.7,20
Children Act (Private),England & Wales,4 Neither,2020-Q1,4421,27.4,21
Children Act (Private),England & Wales,4 Neither,2020-Q2,2578,25.9,21
Children Act (Private),England & Wales,4 Neither,2020-Q3,3813,31,25.9
Children Act (Private),England & Wales,4 Neither,2020-Q4,4116,34.4,27.7
Children Act (Private),England & Wales,4 Neither,2021-Q1,4304,36.3,28.9
Children Act (Private),England & Wales,4 Neither,2021-Q2,4375,36.9,30
Children Act (Private),England & Wales,4 Neither,2021-Q3,4375,36.1,28.4
Children Act (Private),England & Wales,4 Neither,2021-Q4,4152,38.1,31.6
Children Act (Private),England & Wales,4 Neither,2022-Q1,4398,39,32.3
Children Act (Private),England & Wales,4 Neither,2022-Q2,4468,39.3,31
Children Act (Private),England & Wales,4 Neither,2022-Q3,4779,38.6,30
Children Act (Private),England & Wales,4 Neither,2022-Q4,4941,40.5,30.7
Children Act (Private),England & Wales,4 Neither,2023-Q1,5755,40.5,31
Children Act (Private),England & Wales,4 Neither,2023-Q2,5086,39.3,29.7
Children Act (Private),England & Wales,4 Neither,2023-Q3,5319,39.3,28.9
Children Act (Private),England & Wales,4 Neither,2023-Q4,4770,39.2,28.6
Children Act (Private),England & Wales,4 Neither,2024-Q1,5248,37.1,27.3
Children Act (Private),England & Wales,4 Neither,2024-Q2,5653,37.3,27.9
Children Act (Private),England & Wales,4 Neither,2024-Q3,5471,33.8,24.4
Children Act (Private),England & Wales,4 Neither,2024-Q4,4990,33.8,24.8
Children Act (Private),England & Wales,4 Neither,2025-Q1,5302,33.7,24.7
Children Act (Private),England & Wales,4 Neither,2025-Q2,5373,31.9,22.6
Children Act (Private),England & Wales,4 Neither,2025-Q3,5400,31.4,22.3
Children Act (Private),England & Wales,4 Neither,2025-Q4,5097,29.8,21.9
Children Act (Private),England & Wales,All types,2011-Q1,10466,32.5,23.9
Children Act (Private),England & Wales,All types,2011-Q2,9408,32.3,23
Children Act (Private),England & Wales,All types,2011-Q3,9612,32.6,23.7
Children Act (Private),England & Wales,All types,2011-Q4,9324,33.9,23.1
Children Act (Private),England & Wales,All types,2012-Q1,9765,35.5,23.6
Children Act (Private),England & Wales,All types,2012-Q2,9696,33.1,22.6
Children Act (Private),England & Wales,All types,2012-Q3,9880,31.9,22
Children Act (Private),England & Wales,All types,2012-Q4,10170,32.9,22.6
Children Act (Private),England & Wales,All types,2013-Q1,10072,33.3,23.1
Children Act (Private),England & Wales,All types,2013-Q2,10757,32.5,22.9
Children Act (Private),England & Wales,All types,2013-Q3,11501,30.9,21.1
Children Act (Private),England & Wales,All types,2013-Q4,11310,30.5,22
Children Act (Private),England & Wales,All types,2014-Q1,10490,31.1,23.3
Children Act (Private),England & Wales,All types,2014-Q2,10303,31.9,23.3
Children Act (Private),England & Wales,All types,2014-Q3,10745,43.3,24.9
Children Act (Private),England & Wales,All types,2014-Q4,8660,30.3,20
Children Act (Private),England & Wales,All types,2015-Q1,8661,30.2,20
Children Act (Private),England & Wales,All types,2015-Q2,8811,34,19.7
Children Act (Private),England & Wales,All types,2015-Q3,9887,29.4,19.3
Children Act (Private),England & Wales,All types,2015-Q4,8959,26.7,18.1
Children Act (Private),England & Wales,All types,2016-Q1,9312,24.1,18
Children Act (Private),England & Wales,All types,2016-Q2,9804,23.9,17.7
Children Act (Private),England & Wales,All types,2016-Q3,9606,21.8,16.3
Children Act (Private),England & Wales,All types,2016-Q4,9320,22.8,17.3
Children Act (Private),England & Wales,All types,2017-Q1,9497,23.3,18.1
Children Act (Private),England & Wales,All types,2017-Q2,9407,23.4,17.7
Children Act (Private),England & Wales,All types,2017-Q3,10090,22.7,17.9
Children Act (Private),England & Wales,All types,2017-Q4,9501,24.3,19
Children Act (Private),England & Wales,All types,2018-Q1,9096,25.7,20
Children Act (Private),England & Wales,All types,2018-Q2,9723,25.7,20.6
Children Act (Private),England & Wales,All types,2018-Q3,9668,25.5,19.9
Children Act (Private),England & Wales,All types,2018-Q4,9571,26.7,20.7
Children Act (Private),England & Wales,All types,2019-Q1,9875,28.2,22.1
Children Act (Private),England & Wales,All types,2019-Q2,10208,27.9,22
Children Act (Private),England & Wales,All types,2019-Q3,10732,28.3,22
Children Act (Private),England & Wales,All types,2019-Q4,10087,29.1,22.3
Children Act (Private),England & Wales,All types,2020-Q1,9882,30.4,23.6
Children Act (Private),England & Wales,All types,2020-Q2,5677,28.6,22.7
Children Act (Private),England & Wales,All types,2020-Q3,8763,33.6,27.7
Children Act (Private),England & Wales,All types,2020-Q4,9500,38.5,30.9
Children Act (Private),England & Wales,All types,2021-Q1,9898,39.5,31.6
Children Act (Private),England & Wales,All types,2021-Q2,10102,40.5,33.4
Children Act (Private),England & Wales,All types,2021-Q3,10165,41.1,33.4
Children Act (Private),England & Wales,All types,2021-Q4,9599,42.7,34.9
Children Act (Private),England & Wales,All types,2022-Q1,10059,43.9,36.4
Children Act (Private),England & Wales,All types,2022-Q2,9886,44.4,35.4
Children Act (Private),England & Wales,All types,2022-Q3,10442,44.5,35.6
Children Act (Private),England & Wales,All types,2022-Q4,10700,45.8,35.3
Children Act (Private),England & Wales,All types,2023-Q1,12121,46.3,35.4
Children Act (Private),England & Wales,All types,2023-Q2,11042,44.9,33.9
Children Act (Private),England & Wales,All types,2023-Q3,11245,44.1,33.1
Children Act (Private),England & Wales,All types,2023-Q4,10584,44.6,32.9
Children Act (Private),England & Wales,All types,2024-Q1,11592,42.7,31.6
Children Act (Private),England & Wales,All types,2024-Q2,11939,42.3,31.4
Children Act (Private),England & Wales,All types,2024-Q3,12049,40.2,28.6
Children Act (Private),England & Wales,All types,2024-Q4,11063,39.5,29
Children Act (Private),England & Wales,All types,2025-Q1,11422,39.5,29
Children Act (Private),England & Wales,All types,2025-Q2,11184,37.2,26.9
Children Act (Private),England & Wales,All types,2025-Q3,11597,36,25.6
Children Act (Private),England & Wales,All types,2025-Q4,10566,35,25.1
Children Act (Private),London,1 Both,2011-Q1,434,39.6,30.4
Children Act (Private),London,1 Both,2011-Q2,360,41.1,33.4
Children Act (Private),London,1 Both,2011-Q3,320,40,30.2
Children Act (Private),London,1 Both,2011-Q4,279,42.2,35
Children Act (Private),London,1 Both,2012-Q1,365,70.2,46.1
Children Act (Private),London,1 Both,2012-Q2,268,51.1,35.8
Children Act (Private),London,1 Both,2012-Q3,311,50.8,38.1
Children Act (Private),London,1 Both,2012-Q4,308,45.9,32.8
Children Act (Private),London,1 Both,2013-Q1,342,55.3,38.8
Children Act (Private),London,1 Both,2013-Q2,339,53.7,40.4
Children Act (Private),London,1 Both,2013-Q3,272,50.3,39.9
Children Act (Private),London,1 Both,2013-Q4,240,53.9,42.7
Children Act (Private),London,1 Both,2014-Q1,260,54.2,44.9
Children Act (Private),London,1 Both,2014-Q2,202,61.5,50.6
Children Act (Private),London,1 Both,2014-Q3,377,134.6,101.4
Children Act (Private),London,1 Both,2014-Q4,171,57.8,43.1
Children Act (Private),London,1 Both,2015-Q1,171,62,46.9
Children Act (Private),London,1 Both,2015-Q2,189,57.8,34.9
Children Act (Private),London,1 Both,2015-Q3,309,63.1,49.6
Children Act (Private),London,1 Both,2015-Q4,229,68.1,45.6
Children Act (Private),London,1 Both,2016-Q1,214,45.5,26.5
Children Act (Private),London,1 Both,2016-Q2,204,38.5,28.3
Children Act (Private),London,1 Both,2016-Q3,178,39.3,29.9
Children Act (Private),London,1 Both,2016-Q4,159,40,26.4
Children Act (Private),London,1 Both,2017-Q1,177,43.4,31.6
Children Act (Private),London,1 Both,2017-Q2,145,36.5,30.7
Children Act (Private),London,1 Both,2017-Q3,155,35.6,30
Children Act (Private),London,1 Both,2017-Q4,133,42,32.3
Children Act (Private),London,1 Both,2018-Q1,142,42.6,35.5
Children Act (Private),London,1 Both,2018-Q2,144,39,35.4
Children Act (Private),London,1 Both,2018-Q3,138,39.9,33.1
Children Act (Private),London,1 Both,2018-Q4,146,44.6,37.2
Children Act (Private),London,1 Both,2019-Q1,142,45.9,40.5
Children Act (Private),London,1 Both,2019-Q2,141,41.6,39.3
Children Act (Private),London,1 Both,2019-Q3,184,45.3,38.1
Children Act (Private),London,1 Both,2019-Q4,166,52.7,40.6
Children Act (Private),London,1 Both,2020-Q1,140,46.6,39.6
Children Act (Private),London,1 Both,2020-Q2,68,42.6,32.2
Children Act (Private),London,1 Both,2020-Q3,129,56.3,51.1
Children Act (Private),London,1 Both,2020-Q4,155,69.7,61.1
Children Act (Private),London,1 Both,2021-Q1,106,63.6,58.1
Children Act (Private),London,1 Both,2021-Q2,129,56.7,46
Children Act (Private),London,1 Both,2021-Q3,139,68.9,56
Children Act (Private),London,1 Both,2021-Q4,136,62.4,58.1
Children Act (Private),London,1 Both,2022-Q1,138,62.5,56.2
Children Act (Private),London,1 Both,2022-Q2,140,67.8,59.7
Children Act (Private),London,1 Both,2022-Q3,159,74.4,66.1
Children Act (Private),London,1 Both,2022-Q4,153,81.2,75
Children Act (Private),London,1 Both,2023-Q1,201,82.2,78.9
Children Act (Private),London,1 Both,2023-Q2,208,76.9,62.1
Children Act (Private),London,1 Both,2023-Q3,134,83.7,71.7
Children Act (Private),London,1 Both,2023-Q4,165,85.8,78.6
Children Act (Private),London,1 Both,2024-Q1,158,87.5,78.7
Children Act (Private),London,1 Both,2024-Q2,233,89.3,74.9
Children Act (Private),London,1 Both,2024-Q3,190,84.2,69.7
Children Act (Private),London,1 Both,2024-Q4,161,78.7,68.3
Children Act (Private),London,1 Both,2025-Q1,186,84.3,69.7
Children Act (Private),London,1 Both,2025-Q2,170,80.6,69.9
Children Act (Private),London,1 Both,2025-Q3,181,78.6,59.1
Children Act (Private),London,1 Both,2025-Q4,169,75.1,66.9
Children Act (Private),London,2 Applicant Only,2011-Q1,419,22.9,11.6
Children Act (Private),London,2 Applicant Only,2011-Q2,388,22.5,12.4
Children Act (Private),London,2 Applicant Only,2011-Q3,340,18.7,9
Children Act (Private),London,2 Applicant Only,2011-Q4,319,24.1,13.4
Children Act (Private),London,2 Applicant Only,2012-Q1,338,42.9,19.1
Children Act (Private),London,2 Applicant Only,2012-Q2,330,22.6,14.1
Children Act (Private),London,2 Applicant Only,2012-Q3,319,25,15.6
Children Act (Private),London,2 Applicant Only,2012-Q4,322,27.8,15.8
Children Act (Private),London,2 Applicant Only,2013-Q1,416,38.1,19.9
Children Act (Private),London,2 Applicant Only,2013-Q2,443,32.5,21.9
Children Act (Private),London,2 Applicant Only,2013-Q3,406,32.3,21
Children Act (Private),London,2 Applicant Only,2013-Q4,362,31.8,21.3
Children Act (Private),London,2 Applicant Only,2014-Q1,363,31.2,25.1
Children Act (Private),London,2 Applicant Only,2014-Q2,379,32.2,25.1
Children Act (Private),London,2 Applicant Only,2014-Q3,731,90,54.9
Children Act (Private),London,2 Applicant Only,2014-Q4,301,33.3,21
Children Act (Private),London,2 Applicant Only,2015-Q1,336,39.1,25.1
Children Act (Private),London,2 Applicant Only,2015-Q2,357,41.2,24.1
Children Act (Private),London,2 Applicant Only,2015-Q3,602,52.1,40.8
Children Act (Private),London,2 Applicant Only,2015-Q4,382,47.5,24.7
Children Act (Private),London,2 Applicant Only,2016-Q1,364,29,18.7
Children Act (Private),London,2 Applicant Only,2016-Q2,421,29.8,22.6
Children Act (Private),London,2 Applicant Only,2016-Q3,330,25,16.9
Children Act (Private),London,2 Applicant Only,2016-Q4,325,26.8,17
Children Act (Private),London,2 Applicant Only,2017-Q1,290,23.6,18.4
Children Act (Private),London,2 Applicant Only,2017-Q2,287,25,18
Children Act (Private),London,2 Applicant Only,2017-Q3,288,23.3,17.7
Children Act (Private),London,2 Applicant Only,2017-Q4,292,29.6,21.7
Children Act (Private),London,2 Applicant Only,2018-Q1,275,29.7,22.7
Children Act (Private),London,2 Applicant Only,2018-Q2,266,23.8,19.9
Children Act (Private),London,2 Applicant Only,2018-Q3,279,26.1,20.3
Children Act (Private),London,2 Applicant Only,2018-Q4,280,29,23
Children Act (Private),London,2 Applicant Only,2019-Q1,266,32.8,24
Children Act (Private),London,2 Applicant Only,2019-Q2,286,30.1,23.8
Children Act (Private),London,2 Applicant Only,2019-Q3,289,32,25.4
Children Act (Private),London,2 Applicant Only,2019-Q4,274,31.1,23.9
Children Act (Private),London,2 Applicant Only,2020-Q1,271,32,26.7
Children Act (Private),London,2 Applicant Only,2020-Q2,129,34.5,27.4
Children Act (Private),London,2 Applicant Only,2020-Q3,234,36.9,31.6
Children Act (Private),London,2 Applicant Only,2020-Q4,243,50.3,39.7
Children Act (Private),London,2 Applicant Only,2021-Q1,211,38.2,28.4
Children Act (Private),London,2 Applicant Only,2021-Q2,188,52.2,44.8
Children Act (Private),London,2 Applicant Only,2021-Q3,262,45.5,35.7
Children Act (Private),London,2 Applicant Only,2021-Q4,228,45.3,36.1
Children Act (Private),London,2 Applicant Only,2022-Q1,233,47.8,43.4
Children Act (Private),London,2 Applicant Only,2022-Q2,276,46.6,35.2
Children Act (Private),London,2 Applicant Only,2022-Q3,269,51.2,40.6
Children Act (Private),London,2 Applicant Only,2022-Q4,360,50.7,41.2
Children Act (Private),London,2 Applicant Only,2023-Q1,394,54.7,45.2
Children Act (Private),London,2 Applicant Only,2023-Q2,353,53.8,40.3
Children Act (Private),London,2 Applicant Only,2023-Q3,348,51.7,39.6
Children Act (Private),London,2 Applicant Only,2023-Q4,344,58,42.8
Children Act (Private),London,2 Applicant Only,2024-Q1,330,54.6,41.1
Children Act (Private),London,2 Applicant Only,2024-Q2,464,55.5,43.9
Children Act (Private),London,2 Applicant Only,2024-Q3,354,52.8,38.1
Children Act (Private),London,2 Applicant Only,2024-Q4,320,56.6,37.5
Children Act (Private),London,2 Applicant Only,2025-Q1,373,54,38.1
Children Act (Private),London,2 Applicant Only,2025-Q2,344,50.9,36
Children Act (Private),London,2 Applicant Only,2025-Q3,359,47.6,39.1
Children Act (Private),London,2 Applicant Only,2025-Q4,333,52.6,35.6
Children Act (Private),London,3 Respondent Only,2011-Q1,136,44,30.7
Children Act (Private),London,3 Respondent Only,2011-Q2,97,41.7,35.7
Children Act (Private),London,3 Respondent Only,2011-Q3,115,44.1,27.3
Children Act (Private),London,3 Respondent Only,2011-Q4,97,39.1,33.1
Children Act (Private),London,3 Respondent Only,2012-Q1,117,56.2,35.7
Children Act (Private),London,3 Respondent Only,2012-Q2,113,48.1,39.3
Children Act (Private),London,3 Respondent Only,2012-Q3,87,39.5,29.1
Children Act (Private),London,3 Respondent Only,2012-Q4,119,44.4,35.1
Children Act (Private),London,3 Respondent Only,2013-Q1,123,50.1,40.9
Children Act (Private),London,3 Respondent Only,2013-Q2,132,59.1,42.2
Children Act (Private),London,3 Respondent Only,2013-Q3,119,58.3,40.1
Children Act (Private),London,3 Respondent Only,2013-Q4,84,55.9,36.1
Children Act (Private),London,3 Respondent Only,2014-Q1,112,64.8,42.7
Children Act (Private),London,3 Respondent Only,2014-Q2,105,54,38.1
Children Act (Private),London,3 Respondent Only,2014-Q3,181,101.7,72.1
Children Act (Private),London,3 Respondent Only,2014-Q4,89,55.8,41.9
Children Act (Private),London,3 Respondent Only,2015-Q1,110,63.8,50.1
Children Act (Private),London,3 Respondent Only,2015-Q2,124,55.2,36.6
Children Act (Private),London,3 Respondent Only,2015-Q3,172,54.9,45.5
Children Act (Private),London,3 Respondent Only,2015-Q4,137,53.6,36.6
Children Act (Private),London,3 Respondent Only,2016-Q1,132,40.2,33.3
Children Act (Private),London,3 Respondent Only,2016-Q2,143,36.4,30.7
Children Act (Private),London,3 Respondent Only,2016-Q3,98,36,20.6
Children Act (Private),London,3 Respondent Only,2016-Q4,118,43.9,27.7
Children Act (Private),London,3 Respondent Only,2017-Q1,121,38.7,30.9
Children Act (Private),London,3 Respondent Only,2017-Q2,123,37.4,32.9
Children Act (Private),London,3 Respondent Only,2017-Q3,143,40.1,32.9
Children Act (Private),London,3 Respondent Only,2017-Q4,111,44.3,37.3
