YEAR,Qtr,Type,Count_type,Public_private,Disposal_type,Order_type,Order_type_code,Sex,age_band,Applicants_in_case,Respondents_in_case,HC_INDICATOR,Count
,2025-4,Application,Individual children,Public law,N/A,All,,Other,<1 year,N/A,N/A,N/A,1
,2025-4,Application,Individual children,Public law,N/A,All,,Male,1-4 years,N/A,N/A,N/A,793
2011,1,Application,Order type,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,3045
2011,1,Application,Order type,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,185
2011,1,Application,Order type,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,55
2011,1,Application,Order type,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,150
2011,1,Application,Order type,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,10
2011,1,Application,Order type,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,115
2011,1,Application,Order type,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,61
2011,1,Application,Order type,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,53
2011,1,Application,Order type,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,27
2011,1,Application,Order type,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,318
2011,1,Application,Order type,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,3
2011,1,Application,Order type,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,3
2011,1,Application,Order type,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,33
2011,1,Application,Order type,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1082
2011,1,Application,Order type,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,35
2011,1,Application,Order type,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,301
2011,1,Application,Order type,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,40
2011,1,Application,Order type,Private law,N/A,Parental order,28,N/A,N/A,N/A,N/A,N/A,131
2011,1,Application,Order type,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,7603
2011,1,Application,Order type,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,108
2011,1,Application,Order type,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,6512
2011,1,Application,Order type,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,115
2011,1,Application,Order type,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,2929
2011,1,Application,Order type,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,5
2011,1,Application,Order type,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1578
2011,1,Application,Order type,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,45
2011,1,Application,Order type,Private law,N/A,Schedule 1 Financial,34,N/A,N/A,N/A,N/A,N/A,137
2011,1,Application,Order type,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,175
2011,1,Application,Order type,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,7
2011,1,Application,Order type,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,17
2011,1,Application,Order type,Private law,N/A,Enforcement - Order for Financial Compensation,35,N/A,N/A,N/A,N/A,N/A,50
2011,1,Application,Order type,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,14
2011,1,Application,Order type,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,77
2011,1,Application,Order type,Public law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,1
2011,1,Application,Order type,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,5
2011,1,Application,Order type,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,18622
2011,1,Application,Order type,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,263
2011,2,Application,Order type,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,2944
2011,2,Application,Order type,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,152
2011,2,Application,Order type,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,75
2011,2,Application,Order type,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,158
2011,2,Application,Order type,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,13
2011,2,Application,Order type,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,81
2011,2,Application,Order type,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,76
2011,2,Application,Order type,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,49
2011,2,Application,Order type,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,2
2011,2,Application,Order type,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,30
2011,2,Application,Order type,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,314
2011,2,Application,Order type,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,7
2011,2,Application,Order type,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,1
2011,2,Application,Order type,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,20
2011,2,Application,Order type,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,796
2011,2,Application,Order type,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,36
2011,2,Application,Order type,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,278
2011,2,Application,Order type,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,35
2011,2,Application,Order type,Private law,N/A,Parental order,28,N/A,N/A,N/A,N/A,N/A,105
2011,2,Application,Order type,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,1
2011,2,Application,Order type,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,5234
2011,2,Application,Order type,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,114
2011,2,Application,Order type,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,5546
2011,2,Application,Order type,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,108
2011,2,Application,Order type,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,2842
2011,2,Application,Order type,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,7
2011,2,Application,Order type,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1562
2011,2,Application,Order type,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,34
2011,2,Application,Order type,Private law,N/A,Schedule 1 Financial,34,N/A,N/A,N/A,N/A,N/A,98
2011,2,Application,Order type,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,169
2011,2,Application,Order type,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,6
2011,2,Application,Order type,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,12
2011,2,Application,Order type,Private law,N/A,Enforcement - Order for Financial Compensation,35,N/A,N/A,N/A,N/A,N/A,47
2011,2,Application,Order type,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,7
2011,2,Application,Order type,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,76
2011,2,Application,Order type,Public law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,1
2011,2,Application,Order type,Public law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,1
2011,2,Application,Order type,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,7
2011,2,Application,Order type,Public law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,12
2011,2,Application,Order type,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,15185
2011,2,Application,Order type,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,243
2011,3,Application,Order type,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,3126
2011,3,Application,Order type,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,139
2011,3,Application,Order type,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,75
2011,3,Application,Order type,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,149
2011,3,Application,Order type,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,8
2011,3,Application,Order type,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,88
2011,3,Application,Order type,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,91
2011,3,Application,Order type,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,74
2011,3,Application,Order type,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,3
2011,3,Application,Order type,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,30
2011,3,Application,Order type,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,277
2011,3,Application,Order type,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,7
2011,3,Application,Order type,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,3
2011,3,Application,Order type,Public law,N/A,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,1
2011,3,Application,Order type,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,32
2011,3,Application,Order type,Public law,N/A,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
2011,3,Application,Order type,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,992
2011,3,Application,Order type,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,43
2011,3,Application,Order type,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,344
2011,3,Application,Order type,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,38
2011,3,Application,Order type,Private law,N/A,Parental order,28,N/A,N/A,N/A,N/A,N/A,160
2011,3,Application,Order type,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,6698
2011,3,Application,Order type,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,154
2011,3,Application,Order type,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,6518
2011,3,Application,Order type,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,114
2011,3,Application,Order type,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,3319
2011,3,Application,Order type,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,9
2011,3,Application,Order type,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1884
2011,3,Application,Order type,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,44
2011,3,Application,Order type,Private law,N/A,Schedule 1 Financial,34,N/A,N/A,N/A,N/A,N/A,121
2011,3,Application,Order type,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,163
2011,3,Application,Order type,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,15
2011,3,Application,Order type,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,17
2011,3,Application,Order type,Private law,N/A,Enforcement - Order for Financial Compensation,35,N/A,N/A,N/A,N/A,N/A,66
2011,3,Application,Order type,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,3
2011,3,Application,Order type,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,96
2011,3,Application,Order type,Public law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,3
2011,3,Application,Order type,Public law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,1
2011,3,Application,Order type,Public law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,1
2011,3,Application,Order type,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,23
2011,3,Application,Order type,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,18419
2011,3,Application,Order type,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,285
2011,4,Application,Order type,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,3017
2011,4,Application,Order type,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,166
2011,4,Application,Order type,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,79
2011,4,Application,Order type,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,154
2011,4,Application,Order type,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,8
2011,4,Application,Order type,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,87
2011,4,Application,Order type,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,79
2011,4,Application,Order type,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,52
2011,4,Application,Order type,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,2
2011,4,Application,Order type,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,32
2011,4,Application,Order type,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,305
2011,4,Application,Order type,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,5
2011,4,Application,Order type,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,2
2011,4,Application,Order type,Public law,N/A,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,1
2011,4,Application,Order type,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,43
2011,4,Application,Order type,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,957
2011,4,Application,Order type,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,34
2011,4,Application,Order type,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,322
2011,4,Application,Order type,Public law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,46
2011,4,Application,Order type,Private law,N/A,Parental order,28,N/A,N/A,N/A,N/A,N/A,130
2011,4,Application,Order type,Private law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,6825
2011,4,Application,Order type,Public law,N/A,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,131
2011,4,Application,Order type,Private law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,5880
2011,4,Application,Order type,Public law,N/A,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,120
2011,4,Application,Order type,Private law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,2774
2011,4,Application,Order type,Public law,N/A,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,4
2011,4,Application,Order type,Private law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1480
2011,4,Application,Order type,Public law,N/A,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,26
2011,4,Application,Order type,Private law,N/A,Schedule 1 Financial,34,N/A,N/A,N/A,N/A,N/A,141
2011,4,Application,Order type,Private law,N/A,Enforcement - Breach of an Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,187
2011,4,Application,Order type,Private law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,10
2011,4,Application,Order type,Private law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,35
2011,4,Application,Order type,Private law,N/A,Enforcement - Order for Financial Compensation,35,N/A,N/A,N/A,N/A,N/A,73
2011,4,Application,Order type,Private law,N/A,Enforcement - Reduced Hours,35,N/A,N/A,N/A,N/A,N/A,7
2011,4,Application,Order type,Private law,N/A,Enforcement - Unpaid Work,35,N/A,N/A,N/A,N/A,N/A,117
2011,4,Application,Order type,Public law,N/A,Enforcement - Change of Area,35,N/A,N/A,N/A,N/A,N/A,1
2011,4,Application,Order type,Public law,N/A,Enforcement - Increased Hours,35,N/A,N/A,N/A,N/A,N/A,1
2011,4,Application,Order type,Private law,N/A,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,10
2011,4,Application,Order type,Private law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,16959
2011,4,Application,Order type,Public law,N/A,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,259
2012,1,Application,Order type,Public law,N/A,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,3202
2012,1,Application,Order type,Public law,N/A,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,203
2012,1,Application,Order type,Public law,N/A,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,80
2012,1,Application,Order type,Public law,N/A,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,161
2012,1,Application,Order type,Public law,N/A,Discharge of Supervision Order,7,N/A,N/A,N/A,N/A,N/A,12
2012,1,Application,Order type,Public law,N/A,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,103
2012,1,Application,Order type,Public law,N/A,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,71
2012,1,Application,Order type,Public law,N/A,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,50
2012,1,Application,Order type,Public law,N/A,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,1
2012,1,Application,Order type,Public law,N/A,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,26
2012,1,Application,Order type,Public law,N/A,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,292
2012,1,Application,Order type,Public law,N/A,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,8
2012,1,Application,Order type,Public law,N/A,Discharge of Emergency Protection Order,17,N/A,N/A,N/A,N/A,N/A,2
2012,1,Application,Order type,Public law,N/A,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,42
2012,1,Application,Order type,Public law,N/A,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
2012,1,Application,Order type,Private law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,981
2012,1,Application,Order type,Public law,N/A,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,44
2012,1,Application,Order type,Private law,N/A,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,357
