year,quarter,stage,quarters_after_application,number
2005,4,Decree Absolute,19 to 20,36
2005,4,Decree Absolute,20 to 21,42
2005,4,Decree Absolute,21 to 22,27
2005,4,Decree Absolute,22 to 23,21
2005,4,Decree Absolute,23 to 24,18
2005,4,Decree Absolute,24 to 25,22
2005,4,Decree Absolute,25 to 26,18
2005,4,Decree Absolute,26 to 27,23
2005,4,Decree Absolute,27 to 28,10
2005,4,Decree Absolute,28 to 29,16
2005,4,Decree Absolute,29 to 30,6
2005,4,Decree Absolute,30 to 31,11
2005,4,Decree Absolute,31 to 32,11
2005,4,Decree Absolute,32 to 33,11
2005,4,Decree Absolute,33 to 34,3
2005,4,Decree Absolute,34 to 35,5
2005,4,Decree Absolute,35 to 36,6
2005,4,Decree Absolute,36 to 37,3
2005,4,Decree Absolute,37 to 38,6
2005,4,Decree Nisi,49 to 50,2
2005,4,Decree Nisi,51 to 52,2
2005,4,Decree Nisi,52 to 53,1
2005,4,Decree Nisi,58 to 59,1
2005,4,Decree Nisi,66 to 67,1
2005,4,Decree Nisi,71 to 72,1
2005,4,Decree Nisi,0 to 1,10125
2005,4,Decree Nisi,1 to 2,14080
2005,4,Decree Nisi,2 to 3,4075
2005,4,Decree Nisi,3 to 4,1677
2005,4,Decree Nisi,4 to 5,830
2005,4,Decree Nisi,5 to 6,500
2005,4,Decree Nisi,6 to 7,330
2005,4,Decree Nisi,7 to 8,236
2005,4,Decree Nisi,8 to 9,134
2005,4,Decree Nisi,9 to 10,100
2005,4,Decree Nisi,10 to 11,77
2005,4,Decree Nisi,11 to 12,54
2005,4,Decree Nisi,12 to 13,45
2005,4,Decree Nisi,13 to 14,37
2005,4,Decree Nisi,14 to 15,30
2005,4,Decree Nisi,15 to 16,19
2005,4,Decree Nisi,16 to 17,18
2005,4,Decree Nisi,17 to 18,11
2005,4,Decree Nisi,18 to 19,14
2005,4,Decree Nisi,19 to 20,17
2005,4,Decree Nisi,20 to 21,8
2005,4,Decree Nisi,21 to 22,6
2005,4,Decree Nisi,22 to 23,4
2005,4,Decree Nisi,23 to 24,9
2005,4,Decree Nisi,24 to 25,6
2005,4,Decree Nisi,25 to 26,4
2005,4,Decree Nisi,26 to 27,4
2005,4,Decree Nisi,27 to 28,4
2005,4,Decree Nisi,28 to 29,5
2005,4,Decree Nisi,29 to 30,4
2005,4,Decree Nisi,30 to 31,6
2005,4,Decree Nisi,31 to 32,2
2005,4,Decree Nisi,32 to 33,2
2005,4,Decree Nisi,33 to 34,1
2005,4,Decree Nisi,34 to 35,2
2005,4,Decree Nisi,37 to 38,3
2005,4,Decree Nisi,38 to 39,1
2005,4,Decree Nisi,39 to 40,1
2005,4,Decree Nisi,41 to 42,1
2005,4,Decree Nisi,43 to 44,5
2005,4,Decree Nisi,45 to 46,1
2005,4,Decree Nisi,47 to 48,1
2005,4,Hearing,19 to 20,17
2005,4,Hearing,18 to 19,23
2005,4,Hearing,17 to 18,21
2005,4,Hearing,16 to 17,26
2005,4,Hearing,15 to 16,21
2005,4,Hearing,14 to 15,35
2005,4,Hearing,13 to 14,26
2005,4,Hearing,12 to 13,41
2005,4,Hearing,11 to 12,66
2005,4,Hearing,10 to 11,108
2005,4,Hearing,9 to 10,98
2005,4,Hearing,8 to 9,153
2005,4,Hearing,7 to 8,205
2005,4,Hearing,6 to 7,349
2005,4,Hearing,5 to 6,501
2005,4,Hearing,4 to 5,706
2005,4,Hearing,3 to 4,1102
2005,4,Hearing,2 to 3,1316
2005,4,Hearing,1 to 2,1692
2005,4,Hearing,0 to 1,380
2005,4,Hearing,20 to 21,11
2005,4,Hearing,21 to 22,10
2005,4,Hearing,22 to 23,15
2005,4,Hearing,23 to 24,8
2005,4,Hearing,24 to 25,11
2005,4,Hearing,25 to 26,7
2005,4,Hearing,26 to 27,8
2005,4,Hearing,27 to 28,3
2005,4,Hearing,28 to 29,8
2005,4,Hearing,29 to 30,7
2005,4,Hearing,30 to 31,10
2005,4,Hearing,31 to 32,7
2005,4,Hearing,32 to 33,3
2005,4,Hearing,33 to 34,1
2005,4,Hearing,34 to 35,2
2005,4,Hearing,35 to 36,4
2005,4,Hearing,37 to 38,2
2005,4,Hearing,38 to 39,4
2005,4,Hearing,39 to 40,3
2005,4,Hearing,40 to 41,1
2005,4,Hearing,41 to 42,3
2005,4,Hearing,43 to 44,2
2005,4,Hearing,44 to 45,4
2005,4,Hearing,45 to 46,2
2005,4,Hearing,47 to 48,2
2005,4,Hearing,48 to 49,1
2005,4,Hearing,49 to 50,5
2005,4,Hearing,50 to 51,2
2005,4,Hearing,51 to 52,1
2005,4,Hearing,52 to 53,1
2005,4,Hearing,56 to 57,2
2005,4,Hearing,57 to 58,1
2005,4,Hearing,59 to 60,1
2005,4,Hearing,63 to 64,1
2005,4,Hearing,64 to 65,3
2005,4,Hearing,65 to 66,1
2005,4,Hearing,66 to 67,2
2005,4,Hearing,73 to 74,1
2005,4,Hearing,77 to 78,1
2005,4,Hearing,79 to 80,2
2005,4,Petition,0 to 1,35572
2006,1,AR Application,50 to 51,4
2006,1,AR Application,51 to 52,2
2006,1,AR Application,52 to 53,1
2006,1,AR Application,53 to 54,1
2006,1,AR Application,54 to 55,2
2006,1,AR Application,55 to 56,2
2006,1,AR Application,56 to 57,1
2006,1,AR Application,57 to 58,1
2006,1,AR Application,58 to 59,2
2006,1,AR Application,59 to 60,3
2006,1,AR Application,60 to 61,1
2006,1,AR Application,61 to 62,1
2006,1,AR Application,62 to 63,1
2006,1,AR Application,63 to 64,1
2006,1,AR Application,64 to 65,1
2006,1,AR Application,65 to 66,2
2006,1,AR Application,66 to 67,2
2006,1,AR Application,67 to 68,1
2006,1,AR Application,69 to 70,1
2006,1,AR Application,71 to 72,1
2006,1,AR Application,73 to 74,1
2006,1,AR Application,76 to 77,1
2006,1,AR Application,77 to 78,1
2006,1,AR Application,78 to 79,3
2006,1,AR Application,79 to 80,1
2006,1,AR Application,0 to 1,2580
2006,1,AR Application,1 to 2,3881
2006,1,AR Application,2 to 3,2901
2006,1,AR Application,3 to 4,1861
2006,1,AR Application,4 to 5,1274
2006,1,AR Application,5 to 6,886
2006,1,AR Application,6 to 7,525
2006,1,AR Application,7 to 8,347
2006,1,AR Application,8 to 9,247
2006,1,AR Application,9 to 10,183
2006,1,AR Application,10 to 11,121
2006,1,AR Application,11 to 12,83
2006,1,AR Application,12 to 13,65
2006,1,AR Application,13 to 14,58
2006,1,AR Application,14 to 15,33
2006,1,AR Application,15 to 16,32
2006,1,AR Application,16 to 17,30
2006,1,AR Application,17 to 18,31
2006,1,AR Application,18 to 19,18
2006,1,AR Application,19 to 20,16
2006,1,AR Application,20 to 21,20
2006,1,AR Application,21 to 22,7
2006,1,AR Application,22 to 23,12
2006,1,AR Application,23 to 24,9
2006,1,AR Application,24 to 25,7
2006,1,AR Application,25 to 26,11
2006,1,AR Application,26 to 27,8
2006,1,AR Application,27 to 28,5
2006,1,AR Application,28 to 29,13
2006,1,AR Application,29 to 30,12
2006,1,AR Application,30 to 31,6
2006,1,AR Application,31 to 32,6
2006,1,AR Application,32 to 33,5
2006,1,AR Application,33 to 34,2
2006,1,AR Application,34 to 35,8
2006,1,AR Application,35 to 36,1
2006,1,AR Application,36 to 37,2
2006,1,AR Application,37 to 38,5
2006,1,AR Application,38 to 39,8
2006,1,AR Application,39 to 40,1
2006,1,AR Application,40 to 41,5
2006,1,AR Application,41 to 42,2
2006,1,AR Application,42 to 43,4
2006,1,AR Application,43 to 44,5
2006,1,AR Application,44 to 45,2
2006,1,AR Application,45 to 46,2
2006,1,AR Application,47 to 48,2
2006,1,AR Application,49 to 50,1
2006,1,AR Order,4 to 5,1443
2006,1,AR Order,3 to 4,1890
2006,1,AR Order,2 to 3,2310
2006,1,AR Order,1 to 2,1951
2006,1,AR Order,0 to 1,374
2006,1,AR Order,5 to 6,1104
2006,1,AR Order,6 to 7,756
2006,1,AR Order,78 to 79,6
2006,1,AR Order,74 to 75,2
2006,1,AR Order,72 to 73,3
2006,1,AR Order,69 to 70,1
2006,1,AR Order,68 to 69,2
2006,1,AR Order,67 to 68,2
2006,1,AR Order,66 to 67,2
2006,1,AR Order,65 to 66,1
2006,1,AR Order,64 to 65,1
2006,1,AR Order,63 to 64,1
2006,1,AR Order,62 to 63,2
2006,1,AR Order,61 to 62,3
2006,1,AR Order,59 to 60,2
2006,1,AR Order,58 to 59,1
2006,1,AR Order,56 to 57,2
2006,1,AR Order,55 to 56,1
2006,1,AR Order,54 to 55,2
2006,1,AR Order,52 to 53,2
2006,1,AR Order,51 to 52,3
2006,1,AR Order,50 to 51,6
2006,1,AR Order,49 to 50,4
2006,1,AR Order,48 to 49,2
2006,1,AR Order,47 to 48,1
2006,1,AR Order,46 to 47,3
2006,1,AR Order,45 to 46,6
2006,1,AR Order,44 to 45,2
2006,1,AR Order,43 to 44,5
2006,1,AR Order,42 to 43,1
2006,1,AR Order,41 to 42,4
2006,1,AR Order,40 to 41,3
2006,1,AR Order,39 to 40,3
2006,1,AR Order,38 to 39,6
2006,1,AR Order,37 to 38,4
2006,1,AR Order,36 to 37,6
2006,1,AR Order,35 to 36,8
2006,1,AR Order,34 to 35,7
2006,1,AR Order,33 to 34,5
2006,1,AR Order,32 to 33,3
2006,1,AR Order,31 to 32,8
2006,1,AR Order,30 to 31,10
2006,1,AR Order,29 to 30,7
2006,1,AR Order,28 to 29,6
2006,1,AR Order,27 to 28,6
2006,1,AR Order,26 to 27,11
2006,1,AR Order,25 to 26,10
2006,1,AR Order,24 to 25,12
2006,1,AR Order,23 to 24,10
2006,1,AR Order,22 to 23,14
2006,1,AR Order,21 to 22,13
2006,1,AR Order,20 to 21,27
2006,1,AR Order,19 to 20,23
2006,1,AR Order,18 to 19,31
2006,1,AR Order,17 to 18,34
2006,1,AR Order,16 to 17,33
2006,1,AR Order,15 to 16,38
2006,1,AR Order,14 to 15,61
2006,1,AR Order,13 to 14,75
2006,1,AR Order,12 to 13,109
2006,1,AR Order,11 to 12,118
2006,1,AR Order,10 to 11,181
2006,1,AR Order,9 to 10,253
2006,1,AR Order,8 to 9,362
2006,1,AR Order,7 to 8,465
2006,1,Decree Absolute,0 to 1,729
2006,1,Decree Absolute,1 to 2,13385
2006,1,Decree Absolute,2 to 3,7650
2006,1,Decree Absolute,3 to 4,3941
2006,1,Decree Absolute,4 to 5,2687
2006,1,Decree Absolute,5 to 6,1703
2006,1,Decree Absolute,6 to 7,1040
2006,1,Decree Absolute,7 to 8,827
2006,1,Decree Absolute,8 to 9,583
2006,1,Decree Absolute,9 to 10,414
2006,1,Decree Absolute,10 to 11,295
2006,1,Decree Absolute,11 to 12,217
2006,1,Decree Absolute,12 to 13,165
2006,1,Decree Absolute,13 to 14,114
2006,1,Decree Absolute,14 to 15,127
2006,1,Decree Absolute,15 to 16,78
2006,1,Decree Absolute,16 to 17,71
2006,1,Decree Absolute,17 to 18,65
2006,1,Decree Absolute,18 to 19,52
2006,1,Decree Absolute,19 to 20,49
2006,1,Decree Absolute,20 to 21,32
2006,1,Decree Absolute,21 to 22,23
2006,1,Decree Absolute,22 to 23,28
2006,1,Decree Absolute,23 to 24,17
2006,1,Decree Absolute,24 to 25,18
2006,1,Decree Absolute,25 to 26,24
2006,1,Decree Absolute,26 to 27,20
2006,1,Decree Absolute,27 to 28,16
2006,1,Decree Absolute,28 to 29,15
2006,1,Decree Absolute,29 to 30,13
2006,1,Decree Absolute,30 to 31,6
2006,1,Decree Absolute,31 to 32,7
2006,1,Decree Absolute,32 to 33,14
2006,1,Decree Absolute,33 to 34,10
2006,1,Decree Absolute,34 to 35,10
2006,1,Decree Absolute,35 to 36,7
2006,1,Decree Absolute,36 to 37,6
2006,1,Decree Absolute,37 to 38,10
2006,1,Decree Absolute,38 to 39,7
2006,1,Decree Absolute,39 to 40,4
2006,1,Decree Absolute,40 to 41,6
2006,1,Decree Absolute,41 to 42,6
2006,1,Decree Absolute,42 to 43,6
2006,1,Decree Absolute,43 to 44,5
2006,1,Decree Absolute,44 to 45,5
2006,1,Decree Absolute,45 to 46,2
2006,1,Decree Absolute,46 to 47,1
2006,1,Decree Absolute,47 to 48,1
2006,1,Decree Absolute,48 to 49,1
2006,1,Decree Absolute,49 to 50,2
2006,1,Decree Absolute,50 to 51,6
2006,1,Decree Absolute,51 to 52,4
2006,1,Decree Absolute,52 to 53,3
2006,1,Decree Absolute,53 to 54,1
2006,1,Decree Absolute,54 to 55,3
2006,1,Decree Absolute,55 to 56,2
2006,1,Decree Absolute,56 to 57,4
2006,1,Decree Absolute,57 to 58,5
2006,1,Decree Absolute,58 to 59,1
2006,1,Decree Absolute,60 to 61,3
2006,1,Decree Absolute,61 to 62,1
2006,1,Decree Absolute,62 to 63,1
2006,1,Decree Absolute,63 to 64,2
2006,1,Decree Absolute,64 to 65,2
2006,1,Decree Absolute,66 to 67,2
2006,1,Decree Absolute,67 to 68,1
2006,1,Decree Absolute,68 to 69,1
2006,1,Decree Absolute,69 to 70,1
2006,1,Decree Absolute,71 to 72,1
2006,1,Decree Absolute,73 to 74,1
2006,1,Decree Absolute,74 to 75,2
2006,1,Decree Absolute,76 to 77,1
2006,1,Decree Absolute,78 to 79,2
2006,1,Decree Nisi,0 to 1,12470
2006,1,Decree Nisi,1 to 2,14369
2006,1,Decree Nisi,2 to 3,4014
2006,1,Decree Nisi,3 to 4,1600
2006,1,Decree Nisi,4 to 5,851
2006,1,Decree Nisi,5 to 6,601
2006,1,Decree Nisi,6 to 7,348
2006,1,Decree Nisi,7 to 8,211
2006,1,Decree Nisi,8 to 9,140
2006,1,Decree Nisi,9 to 10,107
2006,1,Decree Nisi,10 to 11,68
2006,1,Decree Nisi,11 to 12,54
2006,1,Decree Nisi,12 to 13,31
2006,1,Decree Nisi,13 to 14,36
2006,1,Decree Nisi,14 to 15,25
2006,1,Decree Nisi,15 to 16,22
2006,1,Decree Nisi,16 to 17,22
2006,1,Decree Nisi,17 to 18,22
2006,1,Decree Nisi,18 to 19,16
2006,1,Decree Nisi,19 to 20,8
2006,1,Decree Nisi,20 to 21,10
2006,1,Decree Nisi,21 to 22,11
2006,1,Decree Nisi,22 to 23,5
2006,1,Decree Nisi,23 to 24,12
2006,1,Decree Nisi,24 to 25,11
2006,1,Decree Nisi,25 to 26,6
2006,1,Decree Nisi,26 to 27,7
2006,1,Decree Nisi,27 to 28,6
2006,1,Decree Nisi,28 to 29,2
2006,1,Decree Nisi,29 to 30,2
2006,1,Decree Nisi,30 to 31,2
2006,1,Decree Nisi,32 to 33,5
2006,1,Decree Nisi,33 to 34,2
2006,1,Decree Nisi,34 to 35,4
2006,1,Decree Nisi,35 to 36,1
2006,1,Decree Nisi,37 to 38,2
2006,1,Decree Nisi,38 to 39,1
2006,1,Decree Nisi,39 to 40,1
2006,1,Decree Nisi,41 to 42,1
2006,1,Decree Nisi,47 to 48,1
2006,1,Decree Nisi,50 to 51,2
2006,1,Decree Nisi,56 to 57,1
2006,1,Decree Nisi,62 to 63,1
2006,1,Decree Nisi,74 to 75,1
2006,1,Decree Nisi,77 to 78,1
2006,1,Hearing,69 to 70,1
2006,1,Hearing,68 to 69,1
2006,1,Hearing,67 to 68,1
2006,1,Hearing,66 to 67,3
2006,1,Hearing,64 to 65,1
2006,1,Hearing,61 to 62,1
2006,1,Hearing,60 to 61,1
2006,1,Hearing,59 to 60,1
2006,1,Hearing,58 to 59,2
2006,1,Hearing,57 to 58,1
2006,1,Hearing,56 to 57,2
2006,1,Hearing,53 to 54,1
2006,1,Hearing,52 to 53,1
2006,1,Hearing,49 to 50,1
2006,1,Hearing,48 to 49,3
2006,1,Hearing,47 to 48,2
2006,1,Hearing,46 to 47,2
2006,1,Hearing,45 to 46,3
2006,1,Hearing,44 to 45,5
2006,1,Hearing,43 to 44,4
2006,1,Hearing,42 to 43,5
2006,1,Hearing,41 to 42,4
2006,1,Hearing,40 to 41,2
2006,1,Hearing,39 to 40,2
2006,1,Hearing,38 to 39,2
2006,1,Hearing,37 to 38,4
2006,1,Hearing,36 to 37,1
2006,1,Hearing,35 to 36,4
2006,1,Hearing,34 to 35,1
2006,1,Hearing,33 to 34,5
2006,1,Hearing,32 to 33,8
2006,1,Hearing,31 to 32,6
2006,1,Hearing,30 to 31,7
2006,1,Hearing,29 to 30,8
2006,1,Hearing,28 to 29,5
2006,1,Hearing,27 to 28,6
2006,1,Hearing,26 to 27,11
2006,1,Hearing,25 to 26,7
2006,1,Hearing,24 to 25,9
2006,1,Hearing,23 to 24,8
2006,1,Hearing,22 to 23,8
2006,1,Hearing,21 to 22,10
2006,1,Hearing,20 to 21,14
2006,1,Hearing,19 to 20,17
2006,1,Hearing,18 to 19,21
2006,1,Hearing,17 to 18,22
2006,1,Hearing,16 to 17,24
2006,1,Hearing,15 to 16,28
2006,1,Hearing,14 to 15,32
2006,1,Hearing,13 to 14,33
2006,1,Hearing,12 to 13,45
2006,1,Hearing,11 to 12,52
2006,1,Hearing,10 to 11,77
2006,1,Hearing,9 to 10,108
2006,1,Hearing,8 to 9,184
2006,1,Hearing,7 to 8,198
2006,1,Hearing,6 to 7,348
2006,1,Hearing,5 to 6,491
2006,1,Hearing,4 to 5,725
2006,1,Hearing,3 to 4,1040
2006,1,Hearing,2 to 3,1493
2006,1,Hearing,1 to 2,1750
2006,1,Hearing,0 to 1,465
2006,1,Hearing,79 to 80,1
2006,1,Hearing,77 to 78,1
2006,1,Hearing,76 to 77,1
2006,1,Hearing,75 to 76,1
2006,1,Hearing,74 to 75,1
2006,1,Hearing,71 to 72,1
2006,1,Petition,0 to 1,38167
2006,2,AR Application,76 to 77,1
2006,2,AR Application,75 to 76,1
2006,2,AR Application,73 to 74,1
2006,2,AR Application,72 to 73,1
2006,2,AR Application,70 to 71,2
2006,2,AR Application,69 to 70,3
2006,2,AR Application,67 to 68,1
2006,2,AR Application,66 to 67,2
2006,2,AR Application,64 to 65,1
2006,2,AR Application,63 to 64,2
2006,2,AR Application,59 to 60,2
2006,2,AR Application,58 to 59,3
2006,2,AR Application,57 to 58,1
2006,2,AR Application,56 to 57,1
2006,2,AR Application,55 to 56,3
2006,2,AR Application,54 to 55,2
2006,2,AR Application,53 to 54,2
2006,2,AR Application,52 to 53,1
2006,2,AR Application,51 to 52,1
2006,2,AR Application,50 to 51,4
2006,2,AR Application,48 to 49,1
2006,2,AR Application,47 to 48,3
2006,2,AR Application,45 to 46,3
2006,2,AR Application,43 to 44,3
2006,2,AR Application,42 to 43,1
2006,2,AR Application,41 to 42,5
2006,2,AR Application,40 to 41,1
2006,2,AR Application,39 to 40,3
2006,2,AR Application,38 to 39,5
2006,2,AR Application,37 to 38,4
2006,2,AR Application,36 to 37,2
2006,2,AR Application,35 to 36,8
2006,2,AR Application,34 to 35,2
2006,2,AR Application,33 to 34,2
2006,2,AR Application,32 to 33,3
2006,2,AR Application,31 to 32,4
2006,2,AR Application,30 to 31,7
2006,2,AR Application,29 to 30,5
2006,2,AR Application,28 to 29,8
2006,2,AR Application,27 to 28,11
2006,2,AR Application,26 to 27,10
2006,2,AR Application,25 to 26,8
2006,2,AR Application,24 to 25,8
2006,2,AR Application,23 to 24,9
2006,2,AR Application,22 to 23,10
2006,2,AR Application,21 to 22,15
2006,2,AR Application,20 to 21,17
2006,2,AR Application,19 to 20,17
2006,2,AR Application,18 to 19,20
2006,2,AR Application,17 to 18,23
2006,2,AR Application,16 to 17,31
2006,2,AR Application,15 to 16,39
2006,2,AR Application,14 to 15,40
2006,2,AR Application,13 to 14,51
2006,2,AR Application,12 to 13,74
2006,2,AR Application,11 to 12,97
2006,2,AR Application,10 to 11,87
2006,2,AR Application,9 to 10,152
2006,2,AR Application,8 to 9,232
2006,2,AR Application,7 to 8,369
2006,2,AR Application,6 to 7,471
2006,2,AR Application,5 to 6,744
2006,2,AR Application,4 to 5,1244
2006,2,AR Application,3 to 4,1970
2006,2,AR Application,2 to 3,2637
2006,2,AR Application,1 to 2,3699
2006,2,AR Application,0 to 1,2434
2006,2,AR Order,76 to 77,1
2006,2,AR Order,75 to 76,1
2006,2,AR Order,74 to 75,1
2006,2,AR Order,72 to 73,1
2006,2,AR Order,71 to 72,1
2006,2,AR Order,70 to 71,1
2006,2,AR Order,69 to 70,3
2006,2,AR Order,67 to 68,3
2006,2,AR Order,66 to 67,2
2006,2,AR Order,65 to 66,1
2006,2,AR Order,63 to 64,3
2006,2,AR Order,61 to 62,3
2006,2,AR Order,60 to 61,2
2006,2,AR Order,59 to 60,7
2006,2,AR Order,58 to 59,2
2006,2,AR Order,56 to 57,3
2006,2,AR Order,55 to 56,1
2006,2,AR Order,54 to 55,1
2006,2,AR Order,53 to 54,1
2006,2,AR Order,52 to 53,2
2006,2,AR Order,50 to 51,2
2006,2,AR Order,49 to 50,2
2006,2,AR Order,48 to 49,1
2006,2,AR Order,47 to 48,4
2006,2,AR Order,46 to 47,2
2006,2,AR Order,45 to 46,3
2006,2,AR Order,44 to 45,3
2006,2,AR Order,43 to 44,3
2006,2,AR Order,41 to 42,5
2006,2,AR Order,40 to 41,3
2006,2,AR Order,39 to 40,2
2006,2,AR Order,38 to 39,7
2006,2,AR Order,37 to 38,7
2006,2,AR Order,36 to 37,3
2006,2,AR Order,35 to 36,6
2006,2,AR Order,34 to 35,1
2006,2,AR Order,33 to 34,5
2006,2,AR Order,32 to 33,4
2006,2,AR Order,31 to 32,6
2006,2,AR Order,30 to 31,11
2006,2,AR Order,29 to 30,9
2006,2,AR Order,28 to 29,14
2006,2,AR Order,27 to 28,8
2006,2,AR Order,26 to 27,10
2006,2,AR Order,25 to 26,7
2006,2,AR Order,24 to 25,5
2006,2,AR Order,23 to 24,19
2006,2,AR Order,22 to 23,14
2006,2,AR Order,21 to 22,27
2006,2,AR Order,20 to 21,23
2006,2,AR Order,19 to 20,22
2006,2,AR Order,18 to 19,17
2006,2,AR Order,17 to 18,27
2006,2,AR Order,16 to 17,56
2006,2,AR Order,15 to 16,50
2006,2,AR Order,14 to 15,51
2006,2,AR Order,13 to 14,71
2006,2,AR Order,12 to 13,92
2006,2,AR Order,11 to 12,132
2006,2,AR Order,10 to 11,147
2006,2,AR Order,9 to 10,239
2006,2,AR Order,8 to 9,338
2006,2,AR Order,7 to 8,519
2006,2,AR Order,6 to 7,701
2006,2,AR Order,5 to 6,998
2006,2,AR Order,4 to 5,1577
2006,2,AR Order,3 to 4,1778
2006,2,AR Order,2 to 3,2136
2006,2,AR Order,1 to 2,1915
2006,2,AR Order,0 to 1,303
2006,2,Decree Absolute,14 to 15,102
2006,2,Decree Absolute,70 to 71,1
2006,2,Decree Absolute,15 to 16,90
2006,2,Decree Absolute,69 to 70,1
2006,2,Decree Absolute,16 to 17,80
2006,2,Decree Absolute,67 to 68,1
2006,2,Decree Absolute,17 to 18,47
2006,2,Decree Absolute,66 to 67,2
2006,2,Decree Absolute,18 to 19,42
2006,2,Decree Absolute,65 to 66,1
2006,2,Decree Absolute,19 to 20,30
2006,2,Decree Absolute,64 to 65,2
2006,2,Decree Absolute,20 to 21,29
2006,2,Decree Absolute,63 to 64,2
2006,2,Decree Absolute,21 to 22,22
2006,2,Decree Absolute,62 to 63,1
2006,2,Decree Absolute,22 to 23,25
2006,2,Decree Absolute,61 to 62,2
2006,2,Decree Absolute,23 to 24,28
2006,2,Decree Absolute,60 to 61,2
2006,2,Decree Absolute,24 to 25,26
2006,2,Decree Absolute,59 to 60,2
2006,2,Decree Absolute,25 to 26,29
2006,2,Decree Absolute,58 to 59,1
2006,2,Decree Absolute,26 to 27,13
2006,2,Decree Absolute,57 to 58,5
2006,2,Decree Absolute,27 to 28,12
2006,2,Decree Absolute,56 to 57,2
2006,2,Decree Absolute,28 to 29,12
2006,2,Decree Absolute,55 to 56,3
2006,2,Decree Absolute,29 to 30,15
2006,2,Decree Absolute,54 to 55,1
2006,2,Decree Absolute,30 to 31,15
2006,2,Decree Absolute,53 to 54,4
2006,2,Decree Absolute,31 to 32,11
2006,2,Decree Absolute,49 to 50,5
2006,2,Decree Absolute,32 to 33,4
2006,2,Decree Absolute,48 to 49,3
2006,2,Decree Absolute,33 to 34,4
2006,2,Decree Absolute,47 to 48,3
2006,2,Decree Absolute,34 to 35,13
2006,2,Decree Absolute,73 to 74,3
2006,2,Decree Absolute,46 to 47,4
2006,2,Decree Absolute,72 to 73,2
2006,2,Decree Absolute,45 to 46,4
2006,2,Decree Absolute,71 to 72,1
2006,2,Decree Absolute,44 to 45,7
2006,2,Decree Absolute,76 to 77,1
2006,2,Decree Absolute,43 to 44,2
2006,2,Decree Absolute,75 to 76,1
2006,2,Decree Absolute,42 to 43,5
2006,2,Decree Absolute,74 to 75,1
2006,2,Decree Absolute,41 to 42,4
2006,2,Decree Absolute,40 to 41,9
2006,2,Decree Absolute,39 to 40,9
2006,2,Decree Absolute,38 to 39,4
2006,2,Decree Absolute,37 to 38,2
2006,2,Decree Absolute,36 to 37,6
2006,2,Decree Absolute,35 to 36,10
2006,2,Decree Absolute,0 to 1,427
2006,2,Decree Absolute,1 to 2,12107
2006,2,Decree Absolute,2 to 3,7423
2006,2,Decree Absolute,3 to 4,4149
2006,2,Decree Absolute,4 to 5,2663
2006,2,Decree Absolute,5 to 6,1555
2006,2,Decree Absolute,6 to 7,1108
2006,2,Decree Absolute,7 to 8,798
2006,2,Decree Absolute,8 to 9,566
2006,2,Decree Absolute,9 to 10,413
2006,2,Decree Absolute,10 to 11,257
2006,2,Decree Absolute,11 to 12,211
2006,2,Decree Absolute,12 to 13,164
2006,2,Decree Absolute,13 to 14,127
2006,2,Decree Nisi,5 to 6,534
2006,2,Decree Nisi,6 to 7,306
2006,2,Decree Nisi,7 to 8,221
2006,2,Decree Nisi,8 to 9,144
2006,2,Decree Nisi,9 to 10,118
2006,2,Decree Nisi,10 to 11,49
2006,2,Decree Nisi,11 to 12,54
2006,2,Decree Nisi,12 to 13,42
2006,2,Decree Nisi,13 to 14,51
2006,2,Decree Nisi,14 to 15,33
2006,2,Decree Nisi,15 to 16,18
2006,2,Decree Nisi,16 to 17,15
2006,2,Decree Nisi,17 to 18,22
2006,2,Decree Nisi,18 to 19,16
2006,2,Decree Nisi,19 to 20,11
2006,2,Decree Nisi,20 to 21,8
2006,2,Decree Nisi,21 to 22,8
2006,2,Decree Nisi,22 to 23,6
2006,2,Decree Nisi,23 to 24,9
2006,2,Decree Nisi,24 to 25,4
2006,2,Decree Nisi,25 to 26,7
2006,2,Decree Nisi,26 to 27,3
2006,2,Decree Nisi,75 to 76,1
2006,2,Decree Nisi,72 to 73,1
2006,2,Decree Nisi,66 to 67,1
2006,2,Decree Nisi,64 to 65,1
2006,2,Decree Nisi,47 to 48,2
2006,2,Decree Nisi,46 to 47,2
2006,2,Decree Nisi,45 to 46,2
2006,2,Decree Nisi,43 to 44,1
2006,2,Decree Nisi,27 to 28,4
2006,2,Decree Nisi,28 to 29,4
2006,2,Decree Nisi,29 to 30,2
2006,2,Decree Nisi,30 to 31,2
2006,2,Decree Nisi,32 to 33,3
2006,2,Decree Nisi,33 to 34,6
2006,2,Decree Nisi,34 to 35,1
2006,2,Decree Nisi,35 to 36,1
2006,2,Decree Nisi,36 to 37,4
2006,2,Decree Nisi,37 to 38,1
2006,2,Decree Nisi,38 to 39,1
2006,2,Decree Nisi,39 to 40,3
2006,2,Decree Nisi,42 to 43,1
2006,2,Decree Nisi,0 to 1,10023
2006,2,Decree Nisi,1 to 2,14672
2006,2,Decree Nisi,2 to 3,4182
2006,2,Decree Nisi,3 to 4,1827
2006,2,Decree Nisi,4 to 5,911
2006,2,Hearing,22 to 23,11
2006,2,Hearing,21 to 22,20
2006,2,Hearing,20 to 21,17
2006,2,Hearing,19 to 20,23
2006,2,Hearing,18 to 19,14
2006,2,Hearing,17 to 18,12
