type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
Order granted,2012,1,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2012,1,Adoption,Foreign,M/F couple,Male,15-17 years,1
Order granted,2012,1,Adoption,Foreign,M/F couple,Male,5-9 years,3
Order granted,2012,1,Adoption,Foreign,M/F couple,Male,Other,1
Order granted,2012,1,Adoption,Foreign,Same sex couple,Female,5-9 years,1
Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,1-4 years,2
Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2012,1,Adoption,Foreign,Sole applicant,Male,1-4 years,2
Order granted,2012,1,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2012,1,Adoption,Foreign,Step parent,Female,10-14 years,3
Order granted,2012,1,Adoption,Foreign,Step parent,Female,15-17 years,4
Order granted,2012,1,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2012,1,Adoption,Foreign,Step parent,Male,10-14 years,3
Order granted,2012,1,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2012,1,Adoption,Foreign,Step parent,Male,5-9 years,1
Order granted,2012,1,Adoption,Foreign,Step parent,Male,Other,1
Order granted,2012,2,Adoption,Foreign,M/F couple,Female,1-4 years,13
Order granted,2012,2,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2012,2,Adoption,Foreign,M/F couple,Female,5-9 years,3
Order granted,2012,2,Adoption,Foreign,M/F couple,Male,1-4 years,6
Order granted,2012,2,Adoption,Foreign,Sole applicant,Female,1-4 years,2
Order granted,2012,2,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2012,2,Adoption,Foreign,Sole applicant,Female,5-9 years,5
Order granted,2012,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2012,2,Adoption,Foreign,Sole applicant,Male,10-14 years,3
Order granted,2012,2,Adoption,Foreign,Sole applicant,Male,5-9 years,1
Order granted,2012,2,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2012,2,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2012,2,Adoption,Foreign,Step parent,Female,5-9 years,3
Order granted,2012,2,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2012,3,Adoption,Foreign,M/F couple,Female,1-4 years,9
Order granted,2012,3,Adoption,Foreign,M/F couple,Female,10-14 years,2
Order granted,2012,3,Adoption,Foreign,M/F couple,Female,5-9 years,1
Order granted,2012,3,Adoption,Foreign,M/F couple,Male,1-4 years,2
Order granted,2012,3,Adoption,Foreign,M/F couple,Male,15-17 years,1
Order granted,2012,3,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2012,3,Adoption,Foreign,Other or not stated,Female,1-4 years,1
Order granted,2012,3,Adoption,Foreign,Sole applicant,Female,1-4 years,3
Order granted,2012,3,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,15-17 years,3
Order granted,2012,3,Adoption,Foreign,Step parent,Female,10-14 years,5
Order granted,2012,3,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2012,3,Adoption,Foreign,Step parent,Male,10-14 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Male,15-17 years,2
Order granted,2012,3,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,1-4 years,8
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Female,5-9 years,5
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,1-4 years,9
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2012,4,Adoption,Foreign,M/F couple,Male,<1 year,1
Order granted,2012,4,Adoption,Foreign,Other or not stated,Male,15-17 years,1
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2012,4,Adoption,Foreign,Step parent,Female,10-14 years,5
Order granted,2012,4,Adoption,Foreign,Step parent,Female,15-17 years,3
Order granted,2012,4,Adoption,Foreign,Step parent,Female,5-9 years,1
Order granted,2012,4,Adoption,Foreign,Step parent,Male,10-14 years,2
Order granted,2012,4,Adoption,Foreign,Step parent,Male,15-17 years,2
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2013,1,Adoption,Foreign,M/F couple,Female,5-9 years,1
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,1-4 years,1
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,10-14 years,2
Order granted,2013,1,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2013,1,Adoption,Foreign,Other or not stated,Female,1-4 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,15-17 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,5-9 years,4
Order granted,2013,1,Adoption,Foreign,Step parent,Female,10-14 years,1
Order granted,2013,1,Adoption,Foreign,Step parent,Female,15-17 years,4
Order granted,2013,1,Adoption,Foreign,Step parent,Female,5-9 years,3
Order granted,2013,1,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2013,1,Adoption,Foreign,Step parent,Male,15-17 years,3
Order granted,2013,1,Adoption,Foreign,Step parent,Male,5-9 years,4
Order granted,2013,2,Adoption,Foreign,M/F couple,Female,1-4 years,10
Order granted,2013,2,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2013,2,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2013,2,Adoption,Foreign,M/F couple,Female,5-9 years,4
Order granted,2013,2,Adoption,Foreign,M/F couple,Male,1-4 years,6
Order granted,2013,2,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2013,2,Adoption,Foreign,Other or not stated,Male,Other,1
Order granted,2013,2,Adoption,Foreign,Sole applicant,Female,1-4 years,3
Order granted,2013,2,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2013,2,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2013,2,Adoption,Foreign,Sole applicant,Male,10-14 years,6
Order granted,2013,2,Adoption,Foreign,Sole applicant,Male,15-17 years,2
Order granted,2013,2,Adoption,Foreign,Step parent,Female,10-14 years,3
Order granted,2013,2,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2013,2,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2013,2,Adoption,Foreign,Step parent,Male,10-14 years,3
Order granted,2013,2,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2013,2,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2013,2,Adoption,Foreign,Step parent,Male,<1 year,2
Order granted,2013,3,Adoption,Foreign,M/F couple,Female,1-4 years,7
Order granted,2013,3,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2013,3,Adoption,Foreign,M/F couple,Female,5-9 years,5
Order granted,2013,3,Adoption,Foreign,M/F couple,Male,1-4 years,5
Order granted,2013,3,Adoption,Foreign,M/F couple,Male,5-9 years,3
Order granted,2013,3,Adoption,Foreign,Same sex couple,Male,5-9 years,1
Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,1-4 years,5
Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,10-14 years,1
Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,5-9 years,4
Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,1-4 years,2
Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,5-9 years,1
Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,Other,1
Order granted,2013,3,Adoption,Foreign,Step parent,Female,15-17 years,4
Order granted,2013,3,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2013,3,Adoption,Foreign,Step parent,Male,5-9 years,1
Order granted,2013,4,Adoption,Foreign,M/F couple,Female,1-4 years,7
Order granted,2013,4,Adoption,Foreign,M/F couple,Female,15-17 years,3
Order granted,2013,4,Adoption,Foreign,M/F couple,Female,5-9 years,4
Order granted,2013,4,Adoption,Foreign,M/F couple,Male,1-4 years,6
Order granted,2013,4,Adoption,Foreign,M/F couple,Male,5-9 years,4
Order granted,2013,4,Adoption,Foreign,Other or not stated,Male,<1 year,1
Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2013,4,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2013,4,Adoption,Foreign,Sole applicant,Male,10-14 years,2
Order granted,2013,4,Adoption,Foreign,Sole applicant,Male,5-9 years,1
Order granted,2013,4,Adoption,Foreign,Step parent,Female,1-4 years,1
Order granted,2013,4,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2013,4,Adoption,Foreign,Step parent,Female,15-17 years,1
Order granted,2013,4,Adoption,Foreign,Step parent,Female,5-9 years,3
Order granted,2013,4,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2013,4,Adoption,Foreign,Step parent,Male,10-14 years,4
Order granted,2013,4,Adoption,Foreign,Step parent,Male,Other,1
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,1-4 years,4
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,5-9 years,3
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,1-4 years,4
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,5-9 years,2
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,Other,2
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,15-17 years,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,10-14 years,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,1-4 years,2
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2014,1,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2014,1,Adoption,Foreign,Step parent,Female,15-17 years,1
Order granted,2014,1,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2014,1,Adoption,Foreign,Step parent,Male,10-14 years,2
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,5-9 years,2
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,1-4 years,3
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,<1 year,1
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,Other,1
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,10-14 years,3
Order granted,2014,2,Adoption,Foreign,Step parent,Female,10-14 years,1
Order granted,2014,2,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2014,2,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2014,2,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,1-4 years,9
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,5-9 years,4
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,1-4 years,4
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,15-17 years,2
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,5-9 years,8
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,Other,1
Order granted,2014,3,Adoption,Foreign,Other or not stated,Female,1-4 years,1
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,1-4 years,1
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,5-9 years,3
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,15-17 years,6
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,5-9 years,1
Order granted,2014,3,Adoption,Foreign,Step parent,Female,10-14 years,4
Order granted,2014,3,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2014,3,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2014,3,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2014,3,Adoption,Foreign,Step parent,Male,Other,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,5-9 years,6
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,1-4 years,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,10-14 years,2
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,15-17 years,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,5-9 years,4
Order granted,2014,4,Adoption,Foreign,Other or not stated,Female,15-17 years,1
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,1-4 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,10-14 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2014,4,Adoption,Foreign,Step parent,Female,15-17 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2014,4,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,1-4 years,8
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,5-9 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,1-4 years,7
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,15-17 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,5-9 years,3
Order granted,2015,1,Adoption,Foreign,Other or not stated,Female,1-4 years,1
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,10-14 years,2
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2015,1,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2015,1,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2015,1,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2015,1,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2015,1,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2015,1,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,1-4 years,6
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,15-17 years,2
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,5-9 years,1
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,1-4 years,6
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,5-9 years,2
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,1-4 years,1
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,5-9 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,15-17 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,5-9 years,3
Order granted,2015,2,Adoption,Foreign,Step parent,Female,10-14 years,1
Order granted,2015,2,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2015,2,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,1-4 years,6
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,5-9 years,4
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,1-4 years,5
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,10-14 years,2
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,10-14 years,4
