query,volume,best_peer_position,peer_holder,our_google_impr,our_google_pos,our_bing_impr,our_bing_clicks,bucket,cluster,assigned_page
apply for stamp duty refund,110,26,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
autumn budget 2025 predictions stamp duty,110,53,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
has stamp duty changed in the budget,110,72,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,stamp duty the budget,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
has stamp duty changed,110,42,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt changes,110,41,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty new rules,110,61,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty land tax changes,110,20,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
has stamp duty changes,110,38,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty update,110,37,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty threshold changes,110,60,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
first time buyer stamp duty 2025,110,47,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty updates,110,44,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt penalties,110,32,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
sdlt return form,110,24,optimiseaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
sdlt penalty,110,24,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
what is stamp duty in wales,110,59,uklandlordtax.co.uk,1,2,0,0,assigned,wales stamp duty calculator,/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
stamp duty calculator wales 2025,110,30,uklandlordtax.co.uk,0,0,0,0,assigned,wales stamp duty calculator,/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
who is stamp duty payable to,110,70,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
who is stamp duty paid to,110,69,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
is stamp duty a one off payment,110,88,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
do i pay stamp duty when buying a house,110,61,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
do i pay stamp duty when i buy a house,110,61,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
proposed changes to stamp duty,110,37,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,rachel reeves stamp duty,
stamp duty replacement,110,40,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,rachel reeves stamp duty,
stamp duty land tax shared ownership,110,32,uklandlordtax.co.uk,0,0,0,0,gap-no-page,shared ownership and stamp duty,
sdlt shared ownership,110,29,uklandlordtax.co.uk,0,0,0,0,gap-no-page,shared ownership and stamp duty,
sdlt on shared ownership,110,24,uklandlordtax.co.uk,0,0,0,0,gap-no-page,shared ownership and stamp duty,
second home stamp duty rules,110,53,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,stamp duty on second property,
can you avoid stamp duty,110,46,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,stamp duty on second property,
is stamp duty going to be scrapped,110,40,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,news on stamp duty,
are they getting rid of stamp duty,110,39,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,news on stamp duty,
angela rayner stamp duty underpayment,110,18,ukpropertyaccountants.co.uk,0,0,0,0,excluded-news,angela rayner stamp duty,
sdlt overlap relief,110,46,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,sdlt group relief,
stamp duty land tax penalties,110,40,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax penalties,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
stamp duty land tax penalty,110,38,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax penalties,/blog/property-types-and-specialist-tax/labour-plans-stamp-duty-hike-for-overseas-buyers
overlap relief sdlt,110,31,ukpropertyaccountants.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
leasehold stamp duty calculator,90,46,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first-time buyer buy to let stamp duty,90,27,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty buy-to let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on buy-to-let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how to avoid stamp duty on buy-to-let,90,17,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how to avoid stamp duty on buy-to let,90,19,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
mortgage stamp duty calculator,90,21,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first-time buyer buy-to-let stamp duty,90,22,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt residential calculator,90,27,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
uk stamp duty on buy to let,90,6,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty land tax on buy to let,90,6,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator ireland,90,16,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt rates 2025,90,86,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how to calculate stamp duty on property,90,26,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how to avoid stamp duty on buy to let,90,17,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty mortgage calculator,90,33,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
lease stamp duty calculator,90,8,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
irish stamp duty calculator,90,28,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty for buy-to-let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty what is it used for,90,73,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt rates for companies,90,2,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first time buyer buy to let stamp duty,90,11,uklandlordtax.co.uk,4,85.8,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
commercial lease stamp duty calculator,90,41,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty do i have to pay,90,39,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator commercial property lease,90,51,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
buy to let stamp duty land tax,90,5,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 725000,90,29,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty tax relief,90,17,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on buy to let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
what is stamp duty on commercial property,90,31,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how to calculate stamp duty land tax,90,25,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty buy to-let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 2nd home calculator,90,28,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
mortgage and stamp duty calculator,90,35,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty on a £400 000 house,90,37,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 325k,90,38,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 500k house uk,90,40,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
buy to let stamp duty uk,90,5,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty commercial lease calculator,90,39,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty ireland calculator,90,25,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty land tax buy to let,90,7,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator commercial lease,90,50,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how to calculate sdlt,90,10,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt calculator scotland,90,53,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first time buyer buy-to let stamp duty,90,11,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt for buy to let,90,6,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator for 2nd home,90,31,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on £395 000,90,28,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt calculator residential,90,31,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 950k house,90,49,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt buy to let,90,6,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator hmrc gov uk,90,22,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on leases calculator,90,42,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 1.4 million,90,28,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 300k house uk,90,26,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on buy to-let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator from april 2025,90,11,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 1500000,90,43,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first time buyer buy-to-let stamp duty,90,11,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty for buy to-let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt company rates,90,2,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty buy to let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on lease calculator,90,49,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on £390 000,90,26,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty for buy to let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator for ltd company,90,17,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
what is stamp duty on 500 000,90,42,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 850k,90,30,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 875 000,90,27,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty buy-to-let limited company,90,3,provestor.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on selling a house calculator,90,36,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
first-time buyer buy-to let stamp duty,90,11,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty on a 300k house,90,37,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty on commercial property,90,73,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on mortgage calculator,90,32,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt on buy to let,90,5,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 475k,90,37,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
